id,kind,area,surface,capability,handler,events,exposure,sdk,mcp,consumers,fixtures,platforms,status,nextGate,source,reason
"menu:timeline.js:5536","menu","timeline-layers-frames","dynamic menu (renderShapeTreeRowsInto)","Select","src/js/timeline.js:5536 renderShapeTreeRowsInto()","click","contextual menu","none","none (R14)","animation@1 selection@2 render@2 persist@3","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:5536",""
"menu:timeline.js:5537","menu","timeline-layers-frames","dynamic menu (renderShapeTreeRowsInto)","Delete","src/js/timeline.js:5537 renderShapeTreeRowsInto()","click","contextual menu","none","none (R14)","persist@1 history@1 selection@1 animation@1 render@1 native@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:5537",""
"menu:timeline.js:5962","menu","timeline-layers-frames","dynamic menu (buildParentMenuItems)","Parent A : Aucun (parentage libre)","src/js/timeline.js:5962 buildParentMenuItems()","click","contextual menu","none","none (R14)","history@1 render@1 animation@2 persist@3 native@3 selection@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:5962",""
"menu:timeline.js:5969","menu","timeline-layers-frames","dynamic menu (buildParentMenuItems)","Parent A : ","src/js/timeline.js:5969 buildParentMenuItems()","click","contextual menu","none","none (R14)","history@1 render@1 animation@2 persist@3 native@3 selection@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:5969",""
"menu:timeline.js:5985","menu","timeline-layers-frames","dynamic menu (buildParentMenuItems)","Parent B : Aucun","src/js/timeline.js:5985 buildParentMenuItems()","click","contextual menu","none","none (R14)","history@1 render@1 persist@3 animation@3 native@3 selection@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:5985",""
"menu:timeline.js:5992","menu","timeline-layers-frames","dynamic menu (buildParentMenuItems)","Parent B : ","src/js/timeline.js:5992 buildParentMenuItems()","click","contextual menu","none","none (R14)","history@1 render@1 persist@3 animation@3 native@3 selection@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:5992",""
"menu:timeline.js:6012","menu","timeline-layers-frames","dynamic menu (buildFollowPathMenuItems)","Chemin : Aucun","src/js/timeline.js:6012 buildFollowPathMenuItems()","click","contextual menu","none","none (R14)","history@1 render@1 persist@3 animation@3 native@3 selection@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6012",""
"menu:timeline.js:6020","menu","timeline-layers-frames","dynamic menu (buildFollowPathMenuItems)","Chemin : ","src/js/timeline.js:6020 buildFollowPathMenuItems()","click","contextual menu","none","none (R14)","history@1 render@1 persist@3 animation@3 native@3 selection@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6020",""
"menu:timeline.js:6043","menu","timeline-layers-frames","dynamic menu (buildTimeLinkMenuItems)","Time: None (unlink, position kept)","src/js/timeline.js:6043 buildTimeLinkMenuItems()","click","contextual menu","none","none (R14)","history@1 render@1 persist@3 animation@3 native@3 selection@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6043",""
"menu:timeline.js:6051","menu","timeline-layers-frames","dynamic menu (buildTimeLinkMenuItems)","Link time to: ","src/js/timeline.js:6051 buildTimeLinkMenuItems()","click","contextual menu","none","none (R14)","history@2 render@2 animation@3 selection@3 native@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6051",""
"menu:timeline.js:6091","menu","timeline-layers-frames","dynamic menu (buildMatteMenuItems)","Matte : Aucune (retirer)","src/js/timeline.js:6091 buildMatteMenuItems()","click","contextual menu","none","none (R14)","history@1 render@1 persist@3 animation@3 native@3 selection@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6091",""
"menu:timeline.js:6101","menu","timeline-layers-frames","dynamic menu (buildMatteMenuItems)","Source : ","src/js/timeline.js:6101 buildMatteMenuItems()","click","contextual menu","none","none (R14)","history@1 render@1 persist@3 animation@3 native@3 selection@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6101",""
"menu:timeline.js:6402","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Renommer le dossier","src/js/timeline.js:6402 renderLayerList()","click","contextual menu","none","none (R14)","render@2 history@3 animation@3","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6402",""
"menu:timeline.js:6403","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Dissoudre le dossier","src/js/timeline.js:6403 renderLayerList()","click","contextual menu","none","none (R14)","persist@2 history@2 render@2 animation@3","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6403",""
"menu:timeline.js:6701","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Insert…","src/js/timeline.js:6701 renderLayerList()","click","contextual menu","none","none (R14)","render@2 history@3 animation@3","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6701",""
"menu:timeline.js:6702","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Insert a layer","src/js/timeline.js:6702 renderLayerList()","click","contextual menu","none","none (R14)","render@2 history@3 animation@3","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6702",""
"menu:timeline.js:6703","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Insert a Null layer","src/js/timeline.js:6703 renderLayerList()","click","contextual menu","none","none (R14)","persist@2 history@2 animation@2 render@2 selection@3 native@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6703",""
"menu:timeline.js:6704","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Insert a folder","src/js/timeline.js:6704 renderLayerList()","click","contextual menu","none","none (R14)","persist@2 history@2 animation@2 render@2 selection@3 native@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6704",""
"menu:timeline.js:6705","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Insert an effect layer","src/js/timeline.js:6705 renderLayerList()","click","contextual menu","none","none (R14)","persist@2 history@2 render@2 selection@3 native@3 animation@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6705",""
"menu:timeline.js:6706","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Insert a Guide layer","src/js/timeline.js:6706 renderLayerList()","click","contextual menu","none","none (R14)","persist@2 history@2 render@2 selection@3 native@3 animation@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6706",""
"menu:timeline.js:6707","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Joystick layer","src/js/timeline.js:6707 renderLayerList()","click","contextual menu","none","none (R14)","persist@3 history@3 render@3","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6707",""
"menu:timeline.js:6708","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Slider layer","src/js/timeline.js:6708 renderLayerList()","click","contextual menu","none","none (R14)","persist@3 history@3 render@3","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6708",""
"menu:timeline.js:6714","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Widget settings…","src/js/timeline.js:6714 renderLayerList()","click","contextual menu","none","none (R14)","history@2 persist@3 render@3","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6714",""
"menu:timeline.js:6715","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Duplicate the layer","src/js/timeline.js:6715 renderLayerList()","click","contextual menu","none","none (R14)","persist@2 history@2 render@2 selection@3 native@3 animation@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6715",""
"menu:timeline.js:6716","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Delete the layer","src/js/timeline.js:6716 renderLayerList()","click","contextual menu","none","none (R14)","persist@2 history@2 animation@2 render@2 selection@3 native@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6716",""
"menu:timeline.js:6718","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Rename","src/js/timeline.js:6718 renderLayerList()","click","contextual menu","none","none (R14)","render@2 selection@3 animation@3","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6718",""
"menu:timeline.js:6720","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Group into a folder","src/js/timeline.js:6720 renderLayerList()","click","contextual menu","none","none (R14)","persist@2 history@2 render@2 animation@3","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6720",""
"menu:timeline.js:6721","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Object-mode Duplicator…","src/js/timeline.js:6721 renderLayerList()","click","contextual menu","none","none (R14)","persist@2 history@2 animation@2 render@2 selection@3 native@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6721",""
"menu:timeline.js:6726","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Split into layers (one shape per layer)","src/js/timeline.js:6726 renderLayerList()","click","contextual menu","none","none (R14)","persist@3 history@3 animation@3 render@3","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6726",""
"menu:timeline.js:6727","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Cut at the playhead  (⌘⇧D)","src/js/timeline.js:6727 renderLayerList()","click","contextual menu","none","none (R14)","persist@2 history@2 render@2 selection@3 native@3 animation@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6727",""
"menu:timeline.js:6729","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Organise…","src/js/timeline.js:6729 renderLayerList()","click","contextual menu","none","none (R14)","persist@2 history@2 render@2 selection@3 native@3 animation@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6729",""
"menu:timeline.js:6730","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Merge the selected layers","src/js/timeline.js:6730 renderLayerList()","click","contextual menu","none","none (R14)","persist@2 history@2 render@2 selection@3 native@3 animation@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6730",""
"menu:timeline.js:6731","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Remove from the folder","src/js/timeline.js:6731 renderLayerList()","click","contextual menu","none","none (R14)","render@1 history@2 animation@2 persist@3 selection@3 native@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6731",""
"menu:timeline.js:6732","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Remove from the folder (parent)","src/js/timeline.js:6732 renderLayerList()","click","contextual menu","none","none (R14)","persist@2 history@2 animation@2 render@2 selection@3 native@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6732",""
"menu:timeline.js:6733","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Convert to component","src/js/timeline.js:6733 renderLayerList()","click","contextual menu","none","none (R14)","persist@3 history@3 render@3","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6733",""
"menu:timeline.js:6734","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Break apart the component","src/js/timeline.js:6734 renderLayerList()","click","contextual menu","none","none (R14)","history@2 render@2 persist@3 animation@3 selection@3 native@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6734",""
"menu:timeline.js:6737","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Line / Fill / Shadow…","src/js/timeline.js:6737 renderLayerList()","click","contextual menu","none","none (R14)","persist@3 history@3 render@3","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6737",""
"menu:timeline.js:6738","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Split into Stroke/Fill/Shadow (3 linked layers, shared keyframes)","src/js/timeline.js:6738 renderLayerList()","click","contextual menu","none","none (R14)","persist@3 history@3 render@3","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6738",""
"menu:timeline.js:6739","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Unlink this layer from the Stroke/Fill/Shadow group","src/js/timeline.js:6739 renderLayerList()","click","contextual menu","none","none (R14)","render@1 history@2 animation@2 persist@3 selection@3 native@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6739",""
"menu:timeline.js:6740","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Group (Line/Fill/Shadow)","src/js/timeline.js:6740 renderLayerList()","click","contextual menu","none","none (R14)","persist@3 history@3 render@3","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6740",""
"menu:timeline.js:6741","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Edit Line","src/js/timeline.js:6741 renderLayerList()","click","contextual menu","none","none (R14)","persist@2 animation@2 render@2 selection@3 native@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6741",""
"menu:timeline.js:6742","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Edit Fill","src/js/timeline.js:6742 renderLayerList()","click","contextual menu","none","none (R14)","persist@2 animation@2 render@2 selection@3 native@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6742",""
"menu:timeline.js:6743","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Edit Shadow","src/js/timeline.js:6743 renderLayerList()","click","contextual menu","none","none (R14)","persist@2 animation@2 render@2 selection@3 native@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6743",""
"menu:timeline.js:6744","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Propagate Fill to the other frames","src/js/timeline.js:6744 renderLayerList()","click","contextual menu","none","none (R14)","persist@2 history@2 render@2 selection@3 native@3 animation@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6744",""
"menu:timeline.js:6745","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Propagate Shadow to the other frames","src/js/timeline.js:6745 renderLayerList()","click","contextual menu","none","none (R14)","persist@2 history@2 render@2 selection@3 native@3 animation@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6745",""
"menu:timeline.js:6746","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Break apart the group","src/js/timeline.js:6746 renderLayerList()","click","contextual menu","none","none (R14)","history@2 render@2 persist@3 animation@3 selection@3 native@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6746",""
"menu:timeline.js:6749","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Appearance…","src/js/timeline.js:6749 renderLayerList()","click","contextual menu","none","none (R14)","animation@1 selection@2 persist@2 render@2 history@3","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6749",""
"menu:timeline.js:6763","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Blend mode","src/js/timeline.js:6763 renderLayerList()","click","contextual menu","none","none (R14)","selection@2 persist@2 animation@2 render@2 history@3","keyed-props | held-frames | components","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6763",""
"menu:timeline.js:6776","menu","timeline-layers-frames","dynamic menu (renderLayerList)","Matte source…","src/js/timeline.js:6776 renderLayerList()","click","contextual menu","none","none (R14)","render@1 history@2 animation@2 persist@3 selection@3 native@3","keyed-props | held-frames | components","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/timeline.js:6776",""
"sdk:nemo-plugin.closeAll","sdk","project-lifecycle-integrations","SMPlugin.closeAll","closeAll","src/js/nemo-plugin.js:216 closeAll","","script API","SMPlugin","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-plugin.js:216",""
"sdk:nemo-plugin.openCount","sdk","project-lifecycle-integrations","SMPlugin.openCount","openCount","src/js/nemo-plugin.js:217 openCount","","script API","SMPlugin","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-plugin.js:217",""
"sdk:nemo-plugin.setTitle","sdk","project-lifecycle-integrations","SMPlugin.setTitle","setTitle","src/js/nemo-plugin.js:218 setTitle","","script API","SMPlugin","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-plugin.js:218",""
"sdk:nemo-script.activeLayer","sdk","project-lifecycle-integrations","SMScript.api().activeLayer","activeLayer","src/js/nemo-script.js:432 activeLayer","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:432",""
"sdk:nemo-script.addLayer","sdk","project-lifecycle-integrations","SMScript.api().addLayer","addLayer","src/js/nemo-script.js:433 addLayer","","script API","SMScript","none (R14)","render@1 history@2 animation@2 persist@3 selection@3 native@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:433",""
"sdk:nemo-script.addPivot","sdk","project-lifecycle-integrations","SMScript.api().addPivot","addPivot","src/js/nemo-script.js:442 addPivot","","script API","SMScript","none (R14)","render@1 history@2 animation@2 persist@2 selection@3 native@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:442",""
"sdk:nemo-script.camera.keys","sdk","project-lifecycle-integrations","SMScript.api().camera.keys","camera.keys","src/js/nemo-script.js:616 camera.keys","","script API","SMScript","none (R14)","animation@1","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:616",""
"sdk:nemo-script.comp.beat","sdk","project-lifecycle-integrations","SMScript.api().comp.beat","comp.beat","src/js/nemo-script.js:542 comp.beat","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:542",""
"sdk:nemo-script.comp.beats","sdk","project-lifecycle-integrations","SMScript.api().comp.beats","comp.beats","src/js/nemo-script.js:545 comp.beats","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:545",""
"sdk:nemo-script.comp.setWorkArea","sdk","project-lifecycle-integrations","SMScript.api().comp.setWorkArea","comp.setWorkArea","src/js/nemo-script.js:522 comp.setWorkArea","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:522",""
"sdk:nemo-script.comp.trimToWorkArea","sdk","project-lifecycle-integrations","SMScript.api().comp.trimToWorkArea","comp.trimToWorkArea","src/js/nemo-script.js:529 comp.trimToWorkArea","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:529",""
"sdk:nemo-script.Effect.enabled","sdk","project-lifecycle-integrations","script object Effect.enabled","enabled (get/set property)","src/js/nemo-script.js:202 Effect.enabled","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:202",""
"sdk:nemo-script.Effect.get","sdk","project-lifecycle-integrations","script object Effect.get()","Effect.get","src/js/nemo-script.js:209 Effect.get","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:209",""
"sdk:nemo-script.Effect.key","sdk","project-lifecycle-integrations","script object Effect.key()","Effect.key","src/js/nemo-script.js:218 Effect.key","","script API","SMScript","none (R14)","animation@2","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:218",""
"sdk:nemo-script.Effect.keys","sdk","project-lifecycle-integrations","script object Effect.keys()","Effect.keys","src/js/nemo-script.js:226 Effect.keys","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:226",""
"sdk:nemo-script.Effect.params","sdk","project-lifecycle-integrations","script object Effect.params()","Effect.params","src/js/nemo-script.js:206 Effect.params","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:206",""
"sdk:nemo-script.Effect.remove","sdk","project-lifecycle-integrations","script object Effect.remove()","Effect.remove","src/js/nemo-script.js:230 Effect.remove","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:230",""
"sdk:nemo-script.Effect.set","sdk","project-lifecycle-integrations","script object Effect.set()","Effect.set","src/js/nemo-script.js:213 Effect.set","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:213",""
"sdk:nemo-script.Effect.type","sdk","project-lifecycle-integrations","script object Effect.type","type (get property)","src/js/nemo-script.js:201 Effect.type","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:201",""
"sdk:nemo-script.goToFrame","sdk","project-lifecycle-integrations","SMScript.api().goToFrame","goToFrame","src/js/nemo-script.js:451 goToFrame","","script API","SMScript","none (R14)","animation@1 persist@2 selection@2 render@2 native@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:451",""
"sdk:nemo-script.help","sdk","project-lifecycle-integrations","SMScript.api().help","help","src/js/nemo-script.js:468 help","","script API","SMScript","none (R14)","animation@1 history@2 render@2 selection@2 persist@2 native@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:468",""
"sdk:nemo-script.isKeyframe","sdk","project-lifecycle-integrations","SMScript.api().isKeyframe","isKeyframe","src/js/nemo-script.js:452 isKeyframe","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:452",""
"sdk:nemo-script.layer","sdk","project-lifecycle-integrations","SMScript.api().layer","layer","src/js/nemo-script.js:422 layer","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:422",""
"sdk:nemo-script.Layer.addEffect","sdk","project-lifecycle-integrations","script object Layer.addEffect()","Layer.addEffect","src/js/nemo-script.js:239 Layer.addEffect","","script API","SMScript","none (R14)","persist@2 selection@2 animation@2 render@2","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:239",""
"sdk:nemo-script.Layer.addMarker","sdk","project-lifecycle-integrations","script object Layer.addMarker()","Layer.addMarker","src/js/nemo-script.js:377 Layer.addMarker","","script API","SMScript","none (R14)","history@2","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:377",""
"sdk:nemo-script.Layer.blendMode","sdk","project-lifecycle-integrations","script object Layer.blendMode","blendMode (get/set property)","src/js/nemo-script.js:290 Layer.blendMode","","script API","SMScript","none (R14)","render@1 animation@3 native@3 selection@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:290",""
"sdk:nemo-script.Layer.clearKeys","sdk","project-lifecycle-integrations","script object Layer.clearKeys()","Layer.clearKeys","src/js/nemo-script.js:175 Layer.clearKeys","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:175",""
"sdk:nemo-script.Layer.color","sdk","project-lifecycle-integrations","script object Layer.color","color (get/set property)","src/js/nemo-script.js:286 Layer.color","","script API","SMScript","none (R14)","render@1 history@2 animation@2 persist@3 selection@3 native@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:286",""
"sdk:nemo-script.Layer.disableTimeRemap","sdk","project-lifecycle-integrations","script object Layer.disableTimeRemap()","Layer.disableTimeRemap","src/js/nemo-script.js:349 Layer.disableTimeRemap","","script API","SMScript","none (R14)","animation@1 history@2 render@2 selection@3 native@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:349",""
"sdk:nemo-script.Layer.duplicate","sdk","project-lifecycle-integrations","script object Layer.duplicate()","Layer.duplicate","src/js/nemo-script.js:261 Layer.duplicate","","script API","SMScript","none (R14)","persist@2 selection@2 animation@2 render@2 history@2 native@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:261",""
"sdk:nemo-script.Layer.effects","sdk","project-lifecycle-integrations","script object Layer.effects()","Layer.effects","src/js/nemo-script.js:235 Layer.effects","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:235",""
"sdk:nemo-script.Layer.enableTimeRemap","sdk","project-lifecycle-integrations","script object Layer.enableTimeRemap()","Layer.enableTimeRemap","src/js/nemo-script.js:343 Layer.enableTimeRemap","","script API","SMScript","none (R14)","animation@1 history@2 render@2 selection@3 native@3","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:343",""
"sdk:nemo-script.Layer.expression","sdk","project-lifecycle-integrations","script object Layer.expression()","Layer.expression","src/js/nemo-script.js:357 Layer.expression","","script API","SMScript","none (R14)","","media | migration","browser and desktop","inventoried","R14: expose through the MCP adapter with the same handler","src/js/nemo-script.js:357",""
